Symbol,Security,GICS Sector,GICS Sub-Industry,Founded,Date added,market_cap,percent_change,%_of_total_market_cap
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,1978,2007-01-10,25815464646.402534,-1.058664360931105,0.03904324486820239
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,1935,1987-12-31,14058485945.809038,-0.6988418615988872,0.021262019366166767
AXON,Axon Enterprise,Industrials,Aerospace & Defense,1993,2023-05-04,45114801830.65531,-0.7306274637406718,0.06823151468242743
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,2017,2017-07-07,44937682671.70376,-1.1933157631583673,0.06796364010459142
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",1880,1984-10-31,14415727950.586773,-0.507138334431862,0.02180231129043737
BAC,Bank of America,Financials,Diversified Banks,1998 (1923 / 1874),1976-06-30,401637264649.4242,-0.5065101039794856,0.6074352054743165
BAX,Baxter International,Health Care,Health Care Equipment,1931,1972-09-30,9823607448.083975,-0.98444888196753,0.014857199602567978
BDX,Becton Dickinson,Health Care,Health Care Equipment,1897,1972-09-30,55391181900.73149,-0.8024903242321099,0.08377348647841487
BRK-B,Berkshire Hathaway,Financials,Multi-Sector Holdings,1839,2010-02-16,1084384362753.3296,-0.21043806487374048,1.6400202276478402
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,1966,1999-06-29,14062078089.71404,-1.3268487418304293,0.021267452115722348
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,1976,2021-08-30,9163345213.166513,-0.5243531194087374,0.013858620631853951
BIIB,Biogen,Health Care,Biotechnology,1978,2003-11-13,25818132993.394966,-0.23241973781524236,0.039047280469592716
BLK,BlackRock,Financials,Asset Management & Custody Banks,1988,2011-04-04,166064227818.1607,-1.1972650554241175,0.2511551273378656
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,1985,2023-09-18,189138840624.09174,-0.41348972392810407,0.2860531146629346
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,2009,2025-07-23,39677819411.73806,-0.6866105757561966,0.0600086359222158
BK,BNY Mellon,Financials,Asset Management & Custody Banks,1784,1995-03-31,80955256150.1772,-0.6674136992901014,0.12243652913215633
BA,Boeing,Industrials,Aerospace & Defense,1916,1957-03-04,170020412876.27585,-0.6315811820652174,0.2571384518328379
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1996,2009-11-06,173565641228.6909,-1.3233432927241267,0.2625002464227456
BSX,Boston Scientific,Health Care,Health Care Equipment,1979,1995-02-24,141405935257.84534,-0.6874321918802615,0.21386198667001682
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,1989 (1887),1957-03-04,108525990859.54579,-0.49806872256155976,0.16413444010135253
AVGO,Broadcom,Information Technology,Semiconductors,1961,2014-05-08,1640954781087.942,-1.071887933279163,2.481775951477676
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,1962,2018-06-18,26050089426.59037,-0.9190229416335074,0.03939809080533714
BRO,Brown & Brown,Financials,Insurance Brokers,1939,2021-09-20,27211236526.810318,-0.6482227182100007,0.0411542068072317
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,1870,1982-10-31,12071237379.964933,-1.0254480005546016,0.018256509551295097
BLDR,Builders FirstSource,Industrials,Building Products,1998,2023-12-18,11377636644.388975,-0.29072879606545354,0.01720750951465887
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,1818,2023-03-15,17224602092.728237,-0.6690437913462691,0.02605044559434089
BXP,"BXP, Inc.",Real Estate,Office REITs,1970,2006-04-03,11936978774.388567,-1.5896111167299596,0.018053457168354083
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,1905,2007-03-02,18991731382.94753,-0.7409311912114805,0.028723047561294797
CDNS,Cadence Design Systems,Information Technology,Application Software,1988,2017-09-18,85174919497.33817,-0.9569136479228854,0.12881833753968167
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,1981,2022-04-04,11762348280.770262,-0.5780341244511894,0.017789346441811547
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,1869,1957-03-04,8185600314.135367,-0.6771184471876935,0.012379881665331858
COF,Capital One,Financials,Consumer Finance,1994,1998-07-01,154993416767.48453,-0.6599174498077344,0.23441166009210423
CAH,Cardinal Health,Health Care,Health Care Distributors,1971,1997-05-27,48704367293.721466,-0.8252505343480231,0.07366036460880147
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,1998-12-22,40085006560.40586,-0.908497021639805,0.06062446475855006
CARR,Carrier Global,Industrials,Building Products,"2020 (1915, United Technologies spinoff)",2020-04-03,44968046811.51729,-1.1042488287815657,0.06800956275452974
CVNA,Carvana,Consumer Discretionary,Automotive Retail,2012,2025-12-22,91495388189.0278,-1.752997088414801,0.13837739875324123
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,1957-03-04,268377512320.69748,-0.7828364565677777,0.40589348571404404
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,1973,2017-03-01,26265770675.401203,-1.390741486408953,0.039724286592480354
CBRE,CBRE Group,Real Estate,Real Estate Services,1906,2006-11-10,47849973812.62603,-1.5430802217462463,0.07236818202161517
CDW,CDW Corporation,Information Technology,Technology Distributors,1984,2019-09-23,17850473166.467743,-1.5824860546751776,0.02699701145796719
COR,Cencora,Health Care,Health Care Distributors,1985,2001-08-30,65521284215.324776,-0.6734526783248647,0.09909422815887597
CNC,Centene Corporation,Health Care,Managed Health Care,1984,2016-03-30,20225967698.438522,-0.14558980812100097,0.030589703511555138
CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,1985-07-31,25030969114.0625,-0.6993018738551462,0.03785677576579826
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,1946,2008-08-27,12526987812.287464,0.532946875196177,0.018945785377691555
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,1947,2021-05-14,9817502174.796455,-1.2377463376979052,0.01484796600235133
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,1971,1997-06-02,181358574164.64075,-0.6364986277712987,0.2742862589167012
CHTR,Charter Communications,Communication Services,Cable & Satellite,1993,2016-09-08,28513369349.07251,-0.4055372513185093,0.04312354926636852
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,1879,1957-03-04,307079066833.7604,0.06565957922568581,0.46442562101861484
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,1993,2011-04-28,49612743111.111115,-0.10799382974792308,0.07503418994785614
CB,Chubb Limited,Financials,Property & Casualty Insurance,1985,2010-07-15,124439211040.87177,-0.6430315900731901,0.18820155493702181
CHD,Church & Dwight,Consumer Staples,Household Products,1847,2015-12-29,20426589727.565254,-0.6987256634609477,0.030893123772102037
CI,Cigna,Health Care,Health Care Services,1982,1976-06-30,73521044858.39977,-0.4521122505531918,0.1111930463654315
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,1950,1997-12-18,25539395623.127083,-0.9881719637344969,0.03862571876034785
CTAS,Cintas,Industrials,Diversified Support Services,1929,2001-03-01,75782435913.57845,-1.1977928585182036,0.11461316860299142
CSCO,Cisco,Information Technology,Communications Equipment,1984,1993-12-01,302732890812.52826,-0.49089997503041927,0.4578524751557949
C,Citigroup,Financials,Diversified Banks,1998,1988-05-31,208789475751.6181,-0.44364529231985345,0.315772686617516
CFG,Citizens Financial Group,Financials,Regional Banks,1828,2016-01-29,25195095358.391823,-0.9160320755531359,0.038104999891701845
CLX,Clorox,Consumer Staples,Household Products,1913,1969-03-31,12299282217.094158,0.019843540269218266,0.018601403998825653
CME,CME Group,Financials,Financial Exchanges & Data,1848,2006-08-11,98472578845.91234,-0.9969909487268594,0.1489296846423445
CMS,CMS Energy,Utilities,Multi-Utilities,1886,1957-03-04,21281081708.87102,-0.6958220342380194,0.032185455330762766
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1886,1957-03-04,300869405973.22546,-0.22833742459208545,0.45503414529477415
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,1994,2006-11-17,40536863188.86005,-1.3548840003779334,0.06130785160560863
COIN,Coinbase,Financials,Financial Exchanges & Data,2012,2025-05-19,60980367458.85574,-2.3575157901450097,0.0922265568898388
CL,Colgate-Palmolive,Consumer Staples,Household Products,1806,1957-03-04,63865601911.09131,-0.6162815746432747,0.09659017833782636
CMCSA,Comcast,Communication Services,Cable & Satellite,1963,2002-11-19,109125049355.65465,-0.26693473269221546,0.16504045468889994
FIX,Comfort Systems USA,Industrials,Construction & Engineering,1997,2025-12-22,32927826386.029213,-1.4404459415098172,0.049799963168454836
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,1919,1983-08-31,8280574907.692963,-0.6884729611723792,0.012523521005677567
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,2002,1957-03-04,116913494936.60251,-0.5207203737673683,0.17681968051825148
ED,Consolidated Edison,Utilities,Multi-Utilities,1823,1957-03-04,35848124267.38091,-0.5706273884343297,0.05421661445989676
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,1945,2005-07-01,24017991765.7461,-1.5485606888831782,0.03632475133013617
CEG,Constellation Energy,Utilities,Electric Utilities,1999,2022-02-02,127986206183.44547,-1.078070720249719,0.1935660216159947
COO,Cooper Companies (The),Health Care,Health Care Supplies,1958,2016-09-23,16294380122.674555,-0.6184092745016703,0.024643580188040765
CPRT,Copart,Industrials,Diversified Support Services,1982,2018-07-02,37897892104.44612,-0.8860720863825158,0.05731667826590132
GLW,Corning Inc.,Information Technology,Electronic Components,1851,1995-02-27,75070471987.69107,-1.4629788913217399,0.11353639612275558
CPAY,Corpay,Financials,Transaction & Payment Processing Services,2000,2018-06-20,21249985889.648693,-1.3667693688342815,0.03213842609069663
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,2019,2019-06-03,45520074665.87629,-0.5046815398896598,0.06884444831584038
CSGP,CoStar Group,Real Estate,Real Estate Services,1987,2022-09-19,28497841145.24196,-0.9136497804384844,0.043100064449309305
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,1976,1993-10-01,382842483885.9227,-0.3823713354405791,0.57901002554265
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,2021 (1989),2008-06-23,20085842544.225254,-0.9036136142469179,0.030377778574968508
CRH,CRH plc,Materials,Construction Materials,1970,2025-12-22,83448353362.63724,-0.8027935191442561,0.12620708318878746
CRWD,CrowdStrike,Information Technology,Systems Software,2011,2024-06-24,118173667184.73164,-1.4443990174421724,0.1787255619088727
CCI,Crown Castle,Real Estate,Telecom Tower REITs,1994,2012-03-14,38701023405.76923,-0.25813213409410357,0.058531332059213764
CSX,CSX Corporation,Industrials,Rail Transportation,1980,1957-03-04,67580044028.14958,-0.4667714922903728,0.10220789140677473
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,1919,1965-03-31,70460611240.00932,-0.615247607066726,0.10656445413196386
CVS,CVS Health,Health Care,Health Care Services,1996,1957-03-04,100742157961.21025,-0.6136479312874835,0.1523621904817729
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,1969,1998-11-18,163918534441.3778,-0.7586595629650459,0.24790998598289526
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,1938,1995-05-31,21245509083.31906,-0.5028302487437141,0.03213165537987854
DDOG,Datadog,Information Technology,Application Software,2010,2025-07-09,47687715288.97244,-1.0837869367758026,0.07212278263184116
DVA,DaVita,Health Care,Health Care Services,1979,2008-07-31,8123114852.73542,-0.18450104114892701,0.012285378808088858
DAY,Dayforce,Industrials,Human Resource & Employment Services,1992,2021-09-20,11068019274.065573,-0.08667662169269831,0.01673924496972185
DECK,Deckers Brands,Consumer Discretionary,Footwear,1973,2024-03-18,15378756726.082996,-1.2948687290850858,0.0232587936281304
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,1837,1957-03-04,126204152446.76129,-0.5872053205055939,0.19087084795312784
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",2016,2024-09-23,84364800511.22023,-1.5947474552283003,0.12759311558917183
DAL,Delta Air Lines,Industrials,Passenger Airlines,1929,2013-09-11,45315617026.32933,0.08653762785893256,0.06853522708758258
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,1971,2000-08-30,23252724807.559994,-0.5160201745892259,0.03516736347571426
DXCM,Dexcom,Health Care,Health Care Equipment,1999,2020-05-12,26027346679.313835,-1.028921618150724,0.03936369473061776
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,2007,2018-12-03,43518445887.41654,-0.608263252195248,0.06581718990298299
DLR,Digital Realty,Real Estate,Data Center REITs,2004,2016-05-18,54102795218.86461,-1.074232804103745,0.08182493364800633
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,1939,2012-12-03,29101071143.032513,-2.245619830719916,0.04401238800568054
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,1986,2011-12-19,25090083752.05185,-0.8143803694356924,0.037946180598053915
D,Dominion Energy,Utilities,Multi-Utilities,1983,2016-11-30,50030779306.70906,-0.7958029288425921,0.07566642685592886
DPZ,Domino's,Consumer Discretionary,Restaurants,1960,2020-05-12,14150589314.63913,-1.2087613626294937,0.021401316273337512
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,2012,2025-03-24,97612549252.96245,-0.7232758164017163,0.14762897801353225
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,1955,1985-10-31,26777794428.12908,-1.2842518463998964,0.040498670049447356
DOW,Dow Inc.,Materials,Commodity Chemicals,2019 (1897),2019-04-01,16617740074.061054,-0.5529607267103688,0.02513262897858084
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,1978,2005-06-22,42065481795.89318,-1.0307153250752246,0.06361973060534618
DTE,DTE Energy,Utilities,Multi-Utilities,1995,1957-03-04,26786951597.955643,-0.616430158177373,0.040512519330439783
DUK,Duke Energy,Utilities,Electric Utilities,1904,1976-06-30,91149671804.05606,-0.39938920758351965,0.1378545381478528
DD,DuPont,Materials,Specialty Chemicals,2017 (1802),2019-06-03,16842807786.717657,-1.179939868818676,0.0254730208304239
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,1911,1957-03-04,123995946038.26036,-0.7323990816002374,0.18753116204363363
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,1995,2002-07-22,39804699797.01709,0.0,0.06020052950303157
ECL,Ecolab,Materials,Specialty Chemicals,1923,1989-01-31,74457209813.2602,-0.7410851070924865,0.1126088999272514
EIX,Edison International,Utilities,Electric Utilities,1886,1957-03-04,22762589898.99974,-0.5468083592946293,0.03442608465251714
EW,Edwards Lifesciences,Health Care,Health Care Equipment,1958,2011-04-01,50050275185.96325,-1.1020846657484251,0.07569591237548345
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,1982,2002-07-22,51104186356.497246,-0.009789220388280355,0.0772898450226042
ELV,Elevance Health,Health Care,Managed Health Care,2014 (1946),2002-07-25,78936249110.86644,0.5017202010450521,0.1193829878805787
EME,Emcor,Industrials,Construction & Engineering,1994,2025-09-22,27370970569.641754,-0.89259691268435,0.04139578817845543
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,1890,1965-03-31,74628734323.9278,-1.899617261414345,0.11286831317286296
ETR,Entergy,Utilities,Electric Utilities,1913,1957-03-04,41278949753.15676,-1.006749934406166,0.06243018148965653
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,1999,2000-11-02,56793375236.27606,-0.6151857344381547,0.08589416021030748
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,1993,2021-12-14,11411183467.29928,-0.6931281531207039,0.01725824564663935
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,1888,2022-10-03,33450197329.97533,-1.8854156577992474,0.05058999569182314
EFX,Equifax,Industrials,Research & Consulting Services,1899,1997-06-19,26731367153.4458,-1.7167225943631712,0.040428453554069446
EQIX,Equinix,Real Estate,Data Center REITs,1998,2015-03-20,75226243030.83609,-0.4612189950478668,0.11377198386305735
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,1969,2001-12-03,24537403131.917915,-0.7244116603909347,0.03711030779540009
ERIE,Erie Indemnity,Financials,Insurance Brokers,1925,2024-09-23,14911109532.57245,-0.41688855856288864,0.02255152516954373
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,1971,2014-04-02,17896329974.160763,-0.8487485280028625,0.027066365180480265
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,1946,2006-01-05,37736928635.63668,-1.058196481424615,0.057073237513869834
EG,Everest Group,Financials,Reinsurance,1973,2017-06-19,14245253115.564423,-0.5596916156162429,0.021544485571674973
EVRG,Evergy,Utilities,Electric Utilities,1909,2018-06-05,16688222670.817595,-0.9699441449084732,0.025239226683553613
ES,Eversource Energy,Utilities,Electric Utilities,1966,2009-07-24,25261486822.493225,-0.32568647041297216,0.03820541017776775
EXC,Exelon,Utilities,Electric Utilities,2000,1957-03-04,44025344291.46931,-0.7513616350529697,0.06658382179529297
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,1989,2025-03-24,26284406818.642376,-1.4818747388505578,0.039752471849415695
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1996,2007-10-02,35049860010.13819,-0.5929833127741228,0.05300932157201127
EXPD,Expeditors International,Industrials,Air Freight & Logistics,1979,2007-10-10,20223417415.92305,-0.7394089038472641,0.030585846470587697
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,1977,2016-01-19,28856941770.481377,-1.0185439060181056,0.04364316734656825
XOM,ExxonMobil,Energy,Integrated Oil & Gas,1999,1957-03-04,513039155585.5416,-0.5372357528353583,0.775919149736994
FFIV,"F5, Inc.",Information Technology,Communications Equipment,1996,2010-12-20,14827955179.529512,-1.5846091250819503,0.02242576273171115
FDS,FactSet,Financials,Financial Exchanges & Data,1978,2021-12-20,10858891583.042923,-0.4152338642491382,0.01642296076716511
FICO,Fair Isaac,Information Technology,Application Software,1956,2023-03-20,40581057494.29488,-3.1579553133502793,0.061374690963819166
FAST,Fastenal,Industrials,Trading Companies & Distributors,1967,2008-09-15,46070676173.74614,-1.810613856395825,0.06967717667424937
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,1962,2016-02-01,8651280359.141762,-0.9920389364179723,0.01308417501338724
FDX,FedEx,Industrials,Air Freight & Logistics,1971,1980-12-31,68158084241.663956,-0.755862099046559,0.10308211799572187
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,1968,2006-11-10,34717280717.5328,-1.0570181685681659,0.05250632947261881
FITB,Fifth Third Bancorp,Financials,Regional Banks,1858,1996-03-29,30943739265.3987,-0.6789643513160747,0.04679923471550334
FSLR,First Solar,Information Technology,Semiconductors,1999,2022-12-19,28032107034.633614,-1.1615501129138897,0.042395689332571276
FE,FirstEnergy,Utilities,Electric Utilities,1997,1997-11-28,25862085817.265724,-0.42259481890114653,0.03911375461168312
FISV,Fiserv,Financials,Transaction & Payment Processing Services,1984,2001-04-02,36513150345.51591,-0.547827571167486,0.05522239825530806
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,1903,1957-03-04,52276623120.85737,-0.8314411223226116,0.07906303548461567
FTNT,Fortinet,Information Technology,Systems Software,2000,2018-10-11,60849187408.419014,-1.1206498864948218,0.09202816050607515
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,2016,2016-07-01,18679549280.415585,-1.3049688240210007,0.02825090412171028
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,2019,2019-03-19,32438893248.885044,-0.8548131336564389,0.04906050190137444
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,2019,2019-03-19,30576358481.41337,-0.7034700852826073,0.046243608926640756
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,1947,1998-04-30,12456022806.445312,0.1257283257732196,0.018838458078411096
FCX,Freeport-McMoRan,Materials,Copper,1912,2011-07-01,72749646181.73703,-1.205988756056351,0.11002638491515433
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,1989,2012-12-12,39047400294.30064,-1.0921986807608906,0.05905519160855185
IT,Gartner,Information Technology,IT Consulting & Other Services,1979,2017-04-05,19106624843.274757,-0.90734026938275,0.028896812146467048
GE,GE Aerospace,Industrials,Aerospace & Defense,1892,1957-03-04,326647141751.56555,-1.2059429945085196,0.49402032911625365
GEHC,GE HealthCare,Health Care,Health Care Equipment,1994,2023-01-04,37432351563.85474,-1.5720705843086589,0.05661259590397809
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,2024,2024-04-02,177786483326.71118,-0.9202016002459352,0.26888383757015455
GEN,Gen Digital,Information Technology,Systems Software,1982,2003-03-25,16768511719.669989,-0.983243115138014,0.025360655642416685
